phase,phase_epoch,global_epoch_idx,train_loss,train_acc,val_loss,val_acc,val_qwk,lr
phase1_frozen,0,0,0.6362722263388012,0.30923063858695654,0.6067403031558525,0.3780487804878049,0.5171393527041497,0.001
phase1_frozen,1,1,0.5939424954678701,0.3299507472826087,0.5958727932557827,0.38414634146341464,0.49714076990198663,0.0008536998372026793
phase1_frozen,2,2,0.5812768818729598,0.33963145380434784,0.5693002546705851,0.39710365853658536,0.560168923532891,0.0005004999999999996
phase1_frozen,3,3,0.5775752601254246,0.3360648777173913,0.5705681792119655,0.390625,0.5392912072838043,0.0001473001627973196
phase1_frozen,4,4,0.570560657378772,0.34489639945652173,0.5706163412187157,0.39672256097560976,0.5445912656823193,1e-06
phase2_full_training,0,5,0.5555936269436852,0.33677966101694917,0.5347903410835964,0.41996951219512196,0.6394658838585878,2.7499999999999815e-05
phase2_full_training,1,6,0.5181160259246826,0.37101694915254235,0.5064198614620581,0.41539634146341464,0.6340551443204048,5e-05
phase2_full_training,2,7,0.4986906060222852,0.39199152542372884,0.4866428658729646,0.44626524390243905,0.69012528221101,4.962778994879921e-05
phase2_full_training,3,8,0.4801097694594981,0.4163983050847458,0.4840412568755266,0.4565548780487805,0.6719999999999999,4.8522469209254736e-05
phase2_full_training,4,9,0.4709573992127079,0.42127118644067796,0.5107732424285354,0.41577743902439024,0.6241191142956093,4.6717622392718744e-05
phase2_full_training,5,10,0.4710854494167587,0.4255508474576271,0.46466242958132814,0.4851371951219512,0.7253012991702625,4.426808885641502e-05
phase2_full_training,6,11,0.4630528639332723,0.4344491525423729,0.47699835260466833,0.45121951219512196,0.685962195909116,4.124829643732028e-05
phase2_full_training,7,12,0.4535796024233608,0.43728813559322033,0.48136286419339297,0.44740853658536583,0.6764024066983632,3.775000000000018e-05
phase2_full_training,8,13,0.44480844990681795,0.44902542372881354,0.4984047220247548,0.43178353658536583,0.6354235537388058,3.3879493511479104e-05
phase2_full_training,9,14,0.4442186885364985,0.4508898305084746,0.46759408185394796,0.4641768292682927,0.695694783024706,2.9754380352839424e-05
phase2_full_training,10,15,0.43136297493667924,0.44783898305084746,0.47522226248572513,0.4721798780487805,0.7035706370983192,2.5499999999999695e-05
