phase,phase_epoch,global_epoch_idx,train_loss,train_acc,val_loss,val_acc,val_qwk,lr
phase1_frozen,0,0,0.6790457438020145,0.35753676470588236,0.7058447818366849,0.2816326530612245,0.0,0.001
phase1_frozen,1,1,0.5948418115868288,0.421875,0.8621668119819796,0.2816326530612245,0.0,0.0008536998372026806
phase1_frozen,2,2,0.5698480658671435,0.4577205882352941,0.8447370979250693,0.2816326530612245,0.005789616334397452,0.0005005000000000003
phase1_frozen,3,3,0.53287234025843,0.4797794117647059,0.8248831396200219,0.2816326530612245,0.02538146717261458,0.00014730016279731957
phase1_frozen,4,4,0.5244015621788362,0.4806985294117647,0.8393968674601341,0.2816326530612245,0.02279308948369796,1e-06
phase1_frozen,0,0,0.6790457438020145,0.35753676470588236,0.7058447818366849,0.2816326530612245,0.0,0.001
phase1_frozen,1,1,0.5948418115868288,0.421875,0.8621668119819796,0.2816326530612245,0.0,0.0008536998372026806
phase1_frozen,2,2,0.5698480658671435,0.4577205882352941,0.8447370979250693,0.2816326530612245,0.005789616334397452,0.0005005000000000003
phase1_frozen,3,3,0.53287234025843,0.4797794117647059,0.8248831396200219,0.2816326530612245,0.02538146717261458,0.00014730016279731957
phase1_frozen,4,4,0.5244015621788362,0.4806985294117647,0.8393968674601341,0.2816326530612245,0.02279308948369796,1e-06
phase2_full_training,0,5,0.5296376275492238,0.4413919413919414,0.832073277113389,0.3306122448979592,0.183513929786582,6.709999999999999e-05
phase2_full_training,1,6,0.5180357036354778,0.4597069597069597,0.5711291922598469,0.4775510204081633,0.6006083726870914,0.000122
phase2_full_training,2,7,0.49444697551674893,0.44963369963369965,0.8078555403923502,0.3224489795918367,0.1903106563196162,0.00012172605131567172
phase2_full_training,3,8,0.4512653858452053,0.49954212454212454,0.5353533611005666,0.4816326530612245,0.5854899552592332,0.00012090668618439385
phase2_full_training,4,9,0.43849094457678744,0.49954212454212454,0.481162229180336,0.5755102040816327,0.6942429387251119,0.00011954932490367715
phase2_full_training,5,10,0.4238079976249527,0.4826007326007326,0.46062565847319,0.5877551020408164,0.6716833316152975,0.00011766625994747241
phase2_full_training,6,11,0.4042150447001824,0.5366300366300366,0.4623792695755861,0.5510204081632653,0.6892901511491476,0.00011527454464362293
phase2_full_training,7,12,0.3800108521194248,0.5691391941391941,0.4249070620050236,0.6408163265306123,0.8209488576511917,0.0001123958387362865
phase2_full_training,8,13,0.3548211212996598,0.6048534798534798,0.4282667708640196,0.6448979591836734,0.7943583440750622,0.00010905621223193874
phase2_full_training,9,14,0.35206699813460257,0.5874542124542125,0.5658191223533786,0.5877551020408164,0.6854611272467062,0.0001052859093053568
phase2_full_training,10,15,0.3490033549266857,0.5636446886446886,0.4691398677777271,0.6571428571428571,0.7855465414175917,0.00010111907440368984
phase2_full_training,11,16,0.3460682971136911,0.5993589743589743,0.5845411731272327,0.6285714285714286,0.7443562946154992,9.659344302905747e-05
phase2_full_training,12,17,0.3256315770712528,0.5810439560439561,0.6448603081459902,0.6081632653061224,0.7030624391299642,9.174999999999991e-05
phase2_full_training,13,18,0.33575029286381963,0.5801282051282052,0.5386073645280332,0.6285714285714286,0.7616769522716038,8.663260828661402e-05
phase2_full_training,14,19,0.3026029477407644,0.6607142857142857,0.49274616594217263,0.6040816326530613,0.7022548084166123,8.128761178070388e-05
