phase,phase_epoch,global_epoch_idx,train_loss,train_acc,val_loss,val_acc,val_qwk,lr
phase1_frozen,0,0,0.6483303812175472,0.5807586923658352,0.6172533354550463,0.7214961215598767,0.0818505472242872,0.001
phase1_frozen,1,1,0.6088427330451037,0.643223261526833,0.6355768590532191,0.7233025183296142,0.06522499086886058,0.0008536998372026844
phase1_frozen,2,2,0.5952101916367595,0.6536753590325018,0.655230179368886,0.7221336733609606,0.07853844629585582,0.0005005000000000018
phase1_frozen,3,3,0.582416003591079,0.655328798185941,0.6043287647630567,0.7229837424290724,0.09812140571028771,0.00014730016279732011
phase1_frozen,4,4,0.5706299391778599,0.6610095427059712,0.6224505159017852,0.7235150355966422,0.07854455633473012,1e-06
phase2_full_training,0,5,0.545676566641403,0.4488759799754416,0.5423826066540197,0.7135267240463288,0.6505987089492369,6.709999999999976e-05
phase2_full_training,1,6,0.49263729652895,0.4460305091149523,0.5832914080224981,0.7594304537243651,0.56241795438582,0.000122
phase2_full_training,2,7,0.4629748250268343,0.4718522716539152,0.4568088386358636,0.7772819041547125,0.6782446427166687,0.00012108086905723886
phase2_full_training,3,8,0.43074552268507665,0.49782752432228206,0.4856741323634854,0.7747316969503772,0.7321145802657167,0.00011835140355754789
phase2_full_training,4,9,0.4046953245511843,0.5105553981297818,0.5064223424279466,0.7682499203060249,0.7390529893404352,0.00011389453692895856
phase2_full_training,5,10,0.371474508152835,0.5262231982620195,0.4830405976139971,0.7689937307406227,0.7375333849169963,0.00010784568880869808
phase2_full_training,6,11,0.3472218884223242,0.5440280532728818,0.4917480475134176,0.7810009563277016,0.7433751075616287,0.00010038865038603583
phase2_full_training,7,12,0.3211254165775717,0.5531548125059035,0.6549732835003248,0.7997024758261608,0.7420062386079296,9.175000000000017e-05
phase2_full_training,8,13,0.29942392541391716,0.5731439501275148,0.5176114633579637,0.7889703538412496,0.7473319600612535,8.219221867120305e-05
