phase,phase_epoch,global_epoch_idx,train_loss,train_acc,val_loss,val_acc,val_qwk,lr
phase1_frozen,0,0,0.6587512981306556,0.31254792944785276,0.6296281690494988,0.29118279569892475,0.24411952107082735,0.001
phase1_frozen,1,1,0.6082646378710226,0.323523773006135,0.6391488193183816,0.2954838709677419,0.2908889895560852,0.0008536998372026804
phase1_frozen,2,2,0.5936807524755688,0.3400115030674847,0.5988437982784804,0.32301075268817203,0.39765313861896445,0.0005004999999999994
phase1_frozen,3,3,0.5878425082363234,0.3392446319018405,0.6221927237767045,0.3058064516129032,0.3295144360660618,0.0001473001627973194
phase1_frozen,4,4,0.5833079579966199,0.3467695552147239,0.6089838369687398,0.30666666666666664,0.35120362906859337,1e-06
phase2_full_training,0,5,0.553126980804001,0.3520857252200536,0.7095306284196915,0.3763440860215054,0.5786127127223568,6.71000000000001e-05
phase2_full_training,1,6,0.5141127533808642,0.3882988901645618,0.4840616352327408,0.4593548387096774,0.6617353949961435,0.000122
phase2_full_training,2,7,0.4868798512884177,0.41403559127439726,0.4914468078459463,0.4529032258064516,0.6487097292748196,0.00012172605131567136
phase2_full_training,3,8,0.47106648955909036,0.4225028702640643,0.47482422459510065,0.48946236559139783,0.7005978527542175,0.00012090668618439358
phase2_full_training,4,9,0.45172703717797824,0.4367585151167241,0.5219939182650658,0.447741935483871,0.6457378310037059,0.00011954932490367706
phase2_full_training,5,10,0.43649731340350845,0.4668484500574053,0.45372304424162835,0.5165591397849463,0.7362024299038252,0.0001176662599474725
phase2_full_training,6,11,0.42255545297186353,0.46196900114810563,0.5523125282410652,0.42795698924731185,0.5948115291637954,0.00011527454464362291
phase2_full_training,7,12,0.4182837056648307,0.4686184462303865,0.5459428156575848,0.443010752688172,0.6227636437355125,0.00011239583873628661
phase2_full_training,8,13,0.408150226065951,0.4730673555300421,0.4992297329441194,0.501505376344086,0.6992757510117344,0.00010905621223193882
phase2_full_training,9,14,0.3959505255542584,0.49574244163796405,0.5205032030228646,0.4920430107526882,0.6867103580230225,0.00010528590930535696
phase2_full_training,10,15,0.3743453405275684,0.4945464982778416,0.5436615384009577,0.4804301075268817,0.6735370113005781,0.00010111907440368972
phase2_full_training,11,16,0.361567867575502,0.5129161882893226,0.5682710750641361,0.4649462365591398,0.6552283789485102,9.659344302905755e-05
phase2_full_training,12,17,0.3453353828355995,0.5148296976655186,0.5614229131514026,0.472258064516129,0.6561671928033244,9.175000000000003e-05
