phase,phase_epoch,global_epoch_idx,train_loss,train_acc,val_loss,val_acc,val_qwk,lr
phase1_frozen,0,0,0.6536280296913266,0.6099829522663458,0.6352053580148662,0.736670048472551,0.001558564346408775,0.001
phase1_frozen,1,1,0.5882497888538094,0.7244158644203771,0.5634801418828851,0.7365573216097396,0.010722522354974728,0.0008536998372026805
phase1_frozen,2,2,0.5743630804955314,0.728753008423586,0.5750884857982407,0.7363318678841168,0.01838809442894551,0.0005004999999999994
phase1_frozen,3,3,0.5681052304060163,0.7296053951062976,0.5696368256875458,0.7362191410213054,0.022844391657338647,0.00014730016279731974
phase1_frozen,4,4,0.5587342906156028,0.7314856598475732,0.6000317612490946,0.7364445947469281,0.017843144502079133,1e-06
phase2_full_training,0,5,0.5497465839209645,0.7263980757666867,0.5185366050996287,0.7362191410213054,0.04180487235951913,4.7630000000000505e-05
phase2_full_training,1,6,0.5225763368054606,0.7205477049508919,0.49322592954116373,0.7370082290609853,0.20389774601374788,8.66e-05
phase2_full_training,2,7,0.49490104794896517,0.7229529965925036,0.4758348297056895,0.7436591139668584,0.266787208576422,8.640619828612813e-05
phase2_full_training,3,8,0.48156680363850357,0.7286405091200642,0.4910306390733948,0.7446736557321609,0.24870416150827435,8.582654824284353e-05
phase2_full_training,4,9,0.46917019603450255,0.7312963519743435,0.5144063765268129,0.7451245631834066,0.24314270755376743,8.48662992707001e-05
phase2_full_training,5,10,0.4599719158565862,0.7332631789937863,0.5093011373114175,0.748280915342126,0.29971610795288317,8.353414753308764e-05
phase2_full_training,6,11,0.4516564584054362,0.7344157145720586,0.4707798008423703,0.7558336151504904,0.39370632123230653,8.184215720243044e-05
phase2_full_training,7,12,0.4491195952361847,0.7375977149729405,0.4516562506037465,0.75820087926953,0.40756548564281403,7.980565120517446e-05
phase2_full_training,8,13,0.44553342041342786,0.7383618961715774,0.4606621981695128,0.7619208657423064,0.44505180797617483,7.744307245499118e-05
phase2_full_training,9,14,0.4411283338815422,0.7411430146321908,0.46234274748051374,0.7561717957389246,0.36739028051930267,7.4775816830897e-05
phase2_full_training,10,15,0.43613615563062036,0.7407421326919222,0.475331419478569,0.7565099763273588,0.3595605716123724,7.182803941285803e-05
phase2_full_training,11,16,0.43313492714498536,0.7405792744036881,0.47556091582488885,0.7567354300529816,0.3615788289909586,6.862643572964706e-05
phase2_full_training,12,17,0.43249013488613836,0.7423331328923632,0.4506022658830242,0.7616954120166836,0.4266794057042267,6.519999999999957e-05
phase2_full_training,13,18,0.4207462640372802,0.7410427941471237,0.48333019921212816,0.7583136061323413,0.37975351752181086,6.157976255648107e-05
phase2_full_training,14,19,0.4254109295050351,0.7441997394267388,0.46298715145675806,0.761808138879495,0.42014536523682744,5.779850882998678e-05
phase2_full_training,15,20,0.4148285873883902,0.7455276608538786,0.45574648982171556,0.76541539848946,0.45359551410281207,5.389048243980458e-05
phase2_full_training,16,21,0.4111387581260392,0.7447885347765083,0.4715629524986285,0.7616954120166836,0.41402323541481456,4.9891075078097474e-05
phase2_full_training,17,22,0.41070562523133913,0.7462918420525155,0.46274657667912783,0.7666553939803855,0.4537051210744255,4.583650599725707e-05
phase2_full_training,18,23,0.4059787329983009,0.7467303066746843,0.4808744228910182,0.7616954120166836,0.4076376596051253,4.176349400274468e-05
phase2_full_training,19,24,0.40523885224536466,0.7498747243936661,0.47962469871398117,0.7615826851538722,0.39815477224832274,3.7708924921904134e-05
phase2_full_training,20,25,0.39994105381719763,0.752004409701343,0.4751145680147448,0.7622590463307406,0.4095817423630278,3.370951756019712e-05
phase2_full_training,21,26,0.3957304423086914,0.7492107636800962,0.4785748753226767,0.7638372224101003,0.42960453230398987,2.980149117001409e-05
phase2_full_training,22,27,0.3978125832647856,0.7516160553217077,0.4969750536850751,0.7627099537819862,0.4168581645477156,2.6020237443518984e-05
phase3_aptos,0,28,0.5736431937951308,0.6195054945054945,0.716920427470506,0.6076294277929155,0.5293206739300118,0.0001
phase3_aptos,1,29,0.509713603408782,0.6318681318681318,0.6849793471822296,0.6267029972752044,0.5945806662295551,0.0001
phase3_aptos,2,30,0.48038162536673495,0.6318681318681318,0.6584999925109282,0.6049046321525886,0.5865326284773378,0.0001
phase3_aptos,3,31,0.48121616408065127,0.5982142857142857,0.6513891777160707,0.6049046321525886,0.5954210669265549,0.0001
phase3_aptos,4,32,0.45722356045639123,0.6414835164835165,0.6237391250497314,0.6212534059945504,0.6250766192195055,0.0001
phase3_aptos,5,33,0.4529532567485348,0.6418269230769231,0.6267909192421781,0.6103542234332425,0.5979797873404922,0.0001
phase3_aptos,6,34,0.4478387939078467,0.6717032967032966,0.598109198932102,0.6294277929155313,0.6386962987788274,0.0001
phase3_aptos,7,35,0.44605179540403594,0.6270604395604396,0.6040922470735919,0.6267029972752044,0.6343298844727858,0.0001
phase3_aptos,8,36,0.4297305515834263,0.6840659340659341,0.5842852572166952,0.6294277929155313,0.6442637042223714,0.0001
phase3_aptos,9,37,0.44451152885353173,0.6517857142857143,0.5822095300910908,0.6348773841961853,0.6430502465527068,0.0001
phase3_aptos,10,38,0.452924934226078,0.6229395604395604,0.5734861326639918,0.6512261580381471,0.6663758378742679,0.0001
phase3_aptos,11,39,0.4286715234373952,0.6919642857142857,0.5690766940811999,0.6403269754768393,0.6441114186270811,0.0001
phase3_aptos,12,40,0.4242515449340527,0.7032967032967034,0.5608922140799686,0.6457765667574932,0.6659794733791288,0.0001
phase3_aptos,13,41,0.44568090713941133,0.6445741758241759,0.5673955864899815,0.6403269754768393,0.6609578616069183,0.0001
phase3_aptos,14,42,0.4108280811336014,0.6442307692307693,0.5617112900645597,0.6485013623978202,0.6689410666428912,0.0001
phase3_aptos,15,43,0.4314586246734137,0.6521291208791209,0.5682358451045502,0.6376021798365122,0.664295740217957,0.0001
phase3_aptos,16,44,0.42979043754902513,0.6449175824175825,0.5659274347634017,0.6376021798365122,0.6616445372522753,0.0001
phase3_aptos,17,45,0.40007105469703674,0.6565934065934066,0.561654053851759,0.6348773841961853,0.6622702354929637,5e-05
phase3_aptos,18,46,0.4108594847576959,0.6703296703296703,0.5485060588540434,0.6348773841961853,0.6698482294313022,5e-05
phase3_aptos,19,47,0.4079986090188498,0.6902472527472527,0.5520771861238766,0.6430517711171662,0.6721915382785868,5e-05
