epoch,step,batch_loss,running_acc,timestamp
0,35753,0.5252639651298523,0.75,1785240173.1755123
0,35754,0.826557993888855,0.484375,1785240173.2865872
0,35755,0.6137646436691284,0.5208333333333334,1785240173.396909
0,35756,0.6372646689414978,0.421875,1785240173.5080914
0,35757,1.148633360862732,0.43125,1785240173.6253538
0,35758,0.8056401610374451,0.4583333333333333,1785240173.7413325
0,35759,1.0015501976013184,0.41964285714285715,1785240173.852945
0,35760,0.570419430732727,0.4140625,1785240173.9645822
0,35761,0.7696679830551147,0.3854166666666667,1785240174.0759559
0,35762,0.5579299926757812,0.4125,1785240174.1875005
0,35763,0.690324068069458,0.42045454545454547,1785240174.2982993
0,35764,0.900958776473999,0.4322916666666667,1785240174.4094539
0,35765,0.7005384564399719,0.4110576923076923,1785240174.5211966
0,35766,0.5435312390327454,0.421875,1785240174.6319783
0,35767,0.9602422714233398,0.44166666666666665,1785240174.7427776
0,35768,0.5718138813972473,0.4375,1785240174.8547733
0,35769,0.7185567021369934,0.44669117647058826,1785240174.9664545
0,35770,1.0363221168518066,0.4513888888888889,1785240175.0781903
0,35771,0.48488742113113403,0.45723684210526316,1785240175.1901507
0,35772,0.8849243521690369,0.465625,1785240175.3019013
0,35773,0.5869886875152588,0.47172619047619047,1785240175.4125679
0,35774,0.6483423113822937,0.47301136363636365,1785240175.524388
0,35775,0.49171075224876404,0.46467391304347827,1785240175.6362557
0,35776,0.7210919857025146,0.45703125,1785240175.7479084
0,35777,0.5708807110786438,0.46375,1785240175.8589258
0,35778,0.7443463802337646,0.46033653846153844,1785240175.9705255
0,35779,0.6950435638427734,0.46875,1785240176.0810516
0,35780,1.0567632913589478,0.4654017857142857,1785240176.1929195
0,35781,0.6531596183776855,0.46875,1785240176.303775
0,35782,0.6011991500854492,0.475,1785240176.4154484
0,35783,0.7601887583732605,0.48286290322580644,1785240176.5280614
0,35784,0.4455817937850952,0.474609375,1785240176.6397848
0,35785,0.44574278593063354,0.48295454545454547,1785240176.7504613
0,35786,0.5905110836029053,0.4889705882352941,1785240176.8615768
0,35787,0.8416553139686584,0.48839285714285713,1785240176.973607
0,35788,0.7231193780899048,0.4904513888888889,1785240177.084634
0,35789,0.38652312755584717,0.49324324324324326,1785240177.1955898
0,35790,0.5264924764633179,0.49835526315789475,1785240177.3063369
0,35791,0.8078685402870178,0.5032051282051282,1785240177.4170926
0,35792,0.7506296038627625,0.4953125,1785240177.5288422
0,35793,0.5463253259658813,0.4870426829268293,1785240177.6403964
0,35794,0.7897189855575562,0.4806547619047619,1785240177.753199
0,35795,0.46285876631736755,0.4745639534883721,1785240177.8650866
